,0
372,11362.755
373,7742.1098
374,1728.897
375,6799.458
376,10923.9332
377,8538.28845
378,2416.955
379,18648.4217
380,11381.3254
381,2156.7518
382,3947.4131
383,12629.8967
384,1984.4533
385,3471.4096
386,13429.0354
387,1664.9996
388,9182.17
389,2801.2588
390,2304.0022
391,7209.4918
392,4074.4537
393,2709.1119
394,12629.1656
395,8782.469
396,47896.79135
397,10085.846
398,38245.59327
399,15518.18025
400,6770.1925
401,4931.647
402,3393.35635
403,8688.85885
404,15230.32405
405,4415.1588
406,2710.82855
407,2897.3235
408,10436.096
409,3761.292
410,8968.33
411,6600.20595
412,12233.828
413,27037.9141
414,11830.6072
415,11454.0215
416,19040.876
417,2395.17155
418,2913.569
419,7633.7206
420,1141.4451
421,1135.9407
422,6184.2994
423,8124.4084
424,4350.5144
425,4032.2407
426,13405.3903
427,3500.6123
428,2007.945
429,1632.56445
430,8582.3023
431,8442.667
432,2755.02095
433,5699.8375
434,8522.003
435,4618.0799
436,1261.859
437,11150.78
438,6686.4313
439,7144.86265
440,21232.18226
441,3693.428
442,4149.736
443,17929.30337
444,34472.841
445,12829.4551
446,7196.867
447,3875.7341
448,15359.1045
449,3943.5954
450,3077.0955
451,3171.6149
452,17904.52705
453,15161.5344
454,47055.5321
455,36580.28216
456,27000.98473
457,1880.07
458,17468.9839
459,11326.71487
460,6435.6237
461,6356.2707
462,8116.68
463,17352.6803
464,2020.5523
465,13462.52
466,38282.7495
467,5469.0066
468,18765.87545
469,24671.66334
470,7740.337
471,8603.8234
472,6948.7008
473,2850.68375
474,12129.61415
475,27322.73386
476,3385.39915
477,14235.072
478,15817.9857
479,14382.70905
480,18259.216
481,18328.2381
482,6748.5912
483,9283.562
484,43896.3763
485,10338.9316
486,8823.279
487,11253.421
488,7345.7266
489,6186.127
490,4661.28635
491,18246.4955
492,19144.57652
493,11488.31695
494,5012.471
495,2138.0707
496,10594.2257
497,7749.1564
498,7153.5539
499,37607.5277
500,9861.025
501,1526.312
502,24476.47851
503,11244.3769
504,5240.765
505,12644.589
506,9411.005
507,6666.243
508,5003.853
509,49577.6624
510,14394.5579
511,5584.3057
512,3579.8287
513,11070.535
514,14133.03775
515,15828.82173
516,10381.4787
517,1137.011
518,1391.5287
519,8233.0975
520,3392.9768
521,4779.6023
522,10197.7722
523,12890.05765
524,16115.3045
525,2134.9015
526,4454.40265
527,8027.968
528,27724.28875
529,9504.3103
530,12485.8009
531,18033.9679
532,43753.33705
533,3260.199
534,44400.4064
535,12609.88702
536,8083.9198
537,5272.1758
538,4076.497
539,37079.372
540,11163.568
541,9910.35985
542,5246.047
543,2104.1134
544,16069.08475
545,20773.62775
546,3167.45585
547,6358.77645
548,1163.4627
549,10791.96
550,10848.1343
551,4237.12655
552,4992.3764
553,12105.32
554,16420.49455
555,14410.9321
556,36189.1017
557,13470.86
558,7726.854
559,11082.5772
560,8569.8618
561,8068.185
562,14449.8544
563,16884.924
564,9863.4718
565,35147.52848
566,2632.992
567,3877.30425
568,8334.45755
569,46661.4424
570,34779.615
571,42760.5022
572,48673.5588
573,21344.8467
574,17043.3414
575,3659.346
576,28868.6639
577,5002.7827
578,10264.4421
579,2155.6815
580,42111.6647
581,12648.7034
582,12096.6512
583,4571.41305
584,9288.0267
585,36124.5737
586,6548.19505
587,16450.8947
588,9778.3472
589,40419.0191
590,14451.83515
591,4402.233
592,9625.92
593,18608.262
594,7160.094
595,2585.269
596,2020.177
597,8965.79575
598,21984.47061
599,2457.21115
600,11657.7189
601,24603.04837
602,42112.2356
603,10976.24575
604,2459.7201
605,3704.3545
606,21259.37795
607,9487.6442
608,2221.56445
609,43813.8661
610,7358.17565
611,44641.1974
612,4466.6214
613,11987.1682
614,2689.4954
615,36021.0112
616,3481.868
617,10072.05505
618,8232.6388
619,28950.4692
620,11289.10925
621,16085.1275
622,30063.58055
623,46151.1245
624,4686.3887
625,21774.32215
626,12032.326
627,4133.64165
628,10928.849
629,10043.249
630,4463.2051
631,9800.8882
632,1628.4709
633,4646.759
634,2904.088
635,12925.886
636,58571.07448
637,9414.92
638,17081.08
639,33750.2918
640,10325.206
641,10959.6947
642,11264.541
643,2480.9791
644,21659.9301
645,14119.62
646,19798.05455
647,3577.999
648,2045.68525
649,38344.566
650,7281.5056
651,22218.1149
652,24106.91255
653,39047.285
654,1977.815
655,27117.99378
656,12029.2867
657,6289.7549
658,38711.0
659,19594.80965
660,37829.7242
661,9620.3307
662,12404.8791
663,5209.57885
664,19964.7463
665,6373.55735
666,13887.204
667,13981.85035
668,19442.3535
669,2207.69745
670,3866.8552
671,22331.5668
672,4357.04365
673,13725.47184
674,11931.12525
675,13607.36875
676,9264.797
677,4753.6368
678,14474.675
679,20878.78443
680,5708.867
681,34672.1472
682,26926.5144
683,8551.347
684,6986.697
685,7624.63
686,2438.0552
687,5974.3847
688,13831.1152
689,37484.4493
690,9875.6804
691,8125.7845
692,2709.24395
693,11090.7178
694,1712.227
695,10156.7832
696,13390.559
697,6059.173
698,11674.13
699,5152.134
700,5989.52365
701,5615.369
702,4762.329
703,1875.344
704,11394.06555
705,2250.8352
706,13126.67745
707,5926.846
708,12741.16745
709,7162.0122
710,55135.40209
711,4438.2634
712,3861.20965
713,9549.5651
714,5478.0368
715,11286.5387
716,9850.432
717,11165.41765
718,9101.798
719,8527.532
720,8252.2843
721,29330.98315
722,2497.0383
723,7046.7222
724,48549.17835
725,10096.97
726,4234.927
727,12146.971
728,39725.51805
729,21797.0004
730,1242.816
731,9877.6077
732,21348.706
733,10965.446
734,4527.18295
735,2396.0959
736,11365.952
737,3558.62025
738,5028.1466
739,2331.519
740,20234.85475
741,23306.547
742,41949.2441
743,9144.565
744,8211.1002
745,47269.854
746,5729.0053
747,3309.7926
748,6313.759
749,46113.511
750,11305.93455
751,7518.02535
752,1727.54
753,4747.0529
754,11842.62375
755,19719.6947
756,8334.5896
757,3292.52985
758,17663.1442
759,21082.16
760,11455.28
761,18955.22017
762,38792.6856
763,3044.2133
764,8671.19125
765,6455.86265
766,2719.27975
767,18963.17192
768,4795.6568
769,6082.405
770,4922.9159
771,1261.442
772,23563.01618
773,13555.0049
774,8516.829
775,3172.018
776,15612.19335
777,7050.642
778,1727.785
779,10141.1362
780,13770.0979
781,24180.9335
782,34828.654
783,14349.8544
784,6600.361
785,19023.26
786,14901.5167
787,18804.7524
788,19496.71917
789,19361.9988
790,5245.2269
791,21978.6769
792,11946.6259
793,2136.88225
794,11538.421
795,19933.458
796,1702.4553
797,2680.9493
798,1136.3994
799,6198.7518
800,34617.84065
801,3537.703
802,12094.478
803,5373.36425
804,12224.35085
805,16657.71745
806,9541.69555
807,42211.1382
808,22462.04375
809,6710.1919
810,24915.22085
811,9704.66805
812,6389.37785
813,6203.90175
814,10355.641
815,11013.7119
816,9583.8933
817,5630.45785
818,11881.358
819,4830.63
820,2741.948
821,20984.0936
822,2523.1695
823,4949.7587
824,11482.63485
825,14256.1928
826,2201.0971
827,1705.6245
828,10600.5483
829,6185.3208
830,7954.517
831,27218.43725
832,14001.1338
833,19673.33573
834,23887.6627
835,27533.9129
836,11945.1327
837,7441.501
838,8798.593
839,2166.732
840,3062.50825
841,8627.5411
842,11566.30055
843,7512.267
844,25678.77845
845,3161.454
846,16297.846
847,47291.055
848,10806.839
849,24915.04626
850,9432.9253
851,48885.13561
852,26109.32905
853,6393.60345
854,9715.841
855,40941.2854
856,36910.60803
857,4687.797
858,20420.60465
859,4151.0287
860,27941.28758
861,27808.7251
862,5966.8874
863,5757.41345
864,43578.9394
865,5934.3798
866,1981.5819
867,7050.0213
868,5855.9025
869,7045.499
870,9386.1613
871,2494.022
872,11093.6229
873,44585.45587
874,5709.1644
875,39556.4945
876,14007.222
877,6238.298
878,22412.6485
879,38126.2465
880,12815.44495
881,37701.8768
882,6474.013
883,3847.674
884,5846.9176
885,8871.1517
886,35069.37452
887,8116.26885
888,1759.338
889,30284.64294
890,2842.76075
891,43921.1837
892,6593.5083
893,5693.4305
894,4827.90495
895,9193.8385
896,36085.219
897,17496.306
898,12231.6136
899,1252.407
900,4529.477
901,18223.4512
902,13129.60345
903,2527.81865
904,7228.21565
905,3208.787
906,13974.45555
907,26467.09737
908,7261.741
909,2866.091
910,37133.8982
911,39836.519
912,7173.35995
913,15170.069
914,6571.544
915,14988.432
916,10942.13205
917,8988.15875
918,23082.95533
919,9869.8102
920,6338.0756
921,20277.80751
922,34303.1672
923,5400.9805
924,1682.597
925,62592.87309
926,8978.1851
927,3176.8159
928,13822.803
929,7985.815
930,2102.2647
931,7133.9025
932,32734.1863
933,2103.08
934,2775.19215
935,38415.474
936,2585.85065
937,11763.0009
938,7222.78625
939,7789.635
940,29523.1656
941,2457.502
942,63770.42801
943,10231.4999
944,40273.6455
945,2727.3951
946,2639.0429
947,22478.6
948,14394.39815
949,4719.52405
950,11272.33139
951,8733.22925
952,37270.1512
953,5910.944
954,5031.26955
955,7804.1605
956,30259.99556
957,7448.40395
958,11741.726
959,45008.9555
960,8825.086
961,10601.63225
962,11073.176
963,3972.9247
964,5375.038
965,34838.873
966,1633.0444
967,11299.343
968,33471.97189
969,2150.469
970,13747.87235
971,3070.8087
972,7160.3303
973,1646.4297
974,4766.022
