,0
168,19214.70553
169,11534.87265
170,40974.1649
171,4889.0368
172,33907.548
173,16776.30405
174,10982.5013
175,8026.6666
176,44501.3982
177,8280.6227
178,3736.4647
179,9058.7303
180,18767.7377
181,36197.699
182,19107.7796
183,25656.57526
184,39125.33225
185,3906.127
186,17085.2676
187,3021.80915
188,36397.576
189,4449.462
190,11396.9002
191,1622.1885
192,41919.097
193,8944.1151
194,4391.652
195,4005.4225
196,8930.93455
197,9447.25035
198,7731.85785
199,11576.13
200,3757.8448
201,2154.361
202,3056.3881
203,3956.07145
204,7526.70645
205,34439.8559
206,12928.7911
207,7152.6714
208,26236.57997
209,11743.9341
210,1769.53165
211,10825.2537
212,10796.35025
213,4296.2712
214,1632.03625
215,44202.6536
216,7623.518
217,28340.18885
218,3594.17085
219,24513.09126
220,5488.262
221,11842.442
222,17748.5062
223,33900.653
224,9566.9909
225,8017.06115
226,1711.0268
227,4239.89265
228,8302.53565
229,2130.6759
230,9855.1314
231,1743.214
232,3392.3652
233,40103.89
234,6250.435
235,7265.7025
236,3989.841
237,21195.818
238,10407.08585
239,12797.20962
240,4934.705
241,6123.5688
242,4915.05985
243,1534.3045
244,8703.456
245,21677.28345
246,5116.5004
247,46200.9851
248,9957.7216
249,6775.961
250,3046.062
251,6360.9936
252,39722.7462
253,1906.35825
254,11737.84884
255,8835.26495
256,8520.026
257,2217.6012
258,11938.25595
259,13047.33235
260,35585.576
261,12124.9924
262,7443.64305
263,13393.756
264,14254.6082
265,36307.7983
266,8023.13545
267,11353.2276
268,20462.99766
269,3645.0894
270,35595.5898
271,4673.3922
272,19350.3689
273,18806.14547
274,4399.731
275,10560.4917
276,10579.711
277,5397.6167
278,1967.0227
279,1146.7966
280,1639.5631
281,3227.1211
282,1731.677
283,13430.265
284,3213.62205
285,7348.142
286,9048.0273
287,11743.299
288,6571.02435
289,12557.6053
290,2196.4732
291,9174.13565
292,5138.2567
293,7421.19455
294,12363.547
295,11840.77505
296,20745.9891
297,13063.883
298,8062.764
299,7256.7231
300,26392.26029
301,5385.3379
302,11033.6617
303,7077.1894
304,5266.3656
305,21880.82
306,10713.644
307,9634.538
308,12913.9924
309,10269.46
310,5125.2157
311,3484.331
312,5080.096
313,6402.29135
314,1704.70015
315,7243.8136
316,3201.24515
317,5267.81815
318,12235.8392
319,3554.203
320,3766.8838
321,2219.4451
322,2302.3
323,4347.02335
324,18157.876
325,22395.74424
326,36950.2567
327,12957.118
328,9872.701
329,44423.803
330,1634.5734
331,12430.95335
332,1615.7667
333,5253.524
334,17178.6824
335,10106.13425
336,5227.98875
337,13635.6379
338,10065.413
339,39597.4072
340,30166.61817
341,6112.35295
342,12044.342
343,19444.2658
344,1631.8212
345,8604.48365
346,3994.1778
347,1621.8827
348,24667.419
349,33307.5508
350,20781.48892
351,14358.36437
352,6985.50695
353,24393.6224
354,24869.8368
355,8240.5896
356,17179.522
357,39774.2763
358,4340.4409
359,23807.2406
360,8601.3293
361,24535.69855
362,17560.37975
363,12622.1795
364,9563.029
365,16796.41194
366,13228.84695
367,35160.13457
368,2211.13075
369,10450.552
370,11411.685
371,2203.73595
372,6311.952
373,24873.3849
374,1694.7964
375,2473.3341
376,11015.1747
377,13143.33665
378,6653.7886
379,1121.8739
380,60021.39897
381,1980.07
382,10977.2063
383,20177.67113
384,2483.736
385,4536.259
386,25992.82104
387,16455.70785
388,6128.79745
389,46599.1084
390,32108.66282
391,11658.11505
392,1826.843
393,9866.30485
394,16138.76205
395,5920.1041
396,2026.9741
397,7418.522
398,15006.57945
399,7639.41745
400,11520.09985
401,9095.06825
402,12646.207
403,4134.08245
404,1621.3402
405,1515.3449
406,34806.4677
407,6272.4772
408,13880.949
409,3353.284
410,41661.602
411,1748.774
412,7640.3092
413,8891.1395
414,11362.755
415,7742.1098
416,1728.897
417,6799.458
418,10923.9332
419,8538.28845
420,2416.955
421,18648.4217
422,12574.049
423,11381.3254
424,2156.7518
425,3947.4131
426,12629.8967
427,1984.4533
428,3471.4096
429,5257.50795
430,13429.0354
431,1664.9996
432,9182.17
433,2801.2588
434,2304.0022
435,7209.4918
436,4074.4537
437,2709.1119
438,12629.1656
439,8782.469
440,47896.79135
441,10085.846
442,38245.59327
443,15518.18025
444,13937.6665
445,6770.1925
446,4931.647
447,3393.35635
448,8688.85885
449,15230.32405
450,4415.1588
451,2710.82855
452,2897.3235
453,10436.096
454,3761.292
455,13204.28565
456,8968.33
457,6600.20595
458,12233.828
459,27037.9141
460,11830.6072
461,11454.0215
462,19040.876
463,2395.17155
464,2913.569
465,7633.7206
466,1141.4451
467,6414.178
468,1135.9407
469,6184.2994
470,20167.33603
471,8124.4084
472,4350.5144
473,4032.2407
474,13405.3903
475,3500.6123
476,2007.945
477,1632.56445
478,8582.3023
479,8442.667
480,2755.02095
481,5699.8375
482,4889.9995
483,8522.003
484,41676.0811
485,4618.0799
486,1261.859
487,11150.78
488,6686.4313
489,7144.86265
490,21232.18226
491,9225.2564
492,3693.428
493,4149.736
494,17929.30337
495,34472.841
496,12829.4551
497,7196.867
498,3875.7341
499,1625.43375
500,15359.1045
501,3943.5954
502,3077.0955
503,3171.6149
504,17904.52705
505,15161.5344
506,47055.5321
507,36580.28216
508,27000.98473
509,1880.07
510,17468.9839
511,11326.71487
512,6435.6237
513,6356.2707
514,1263.249
515,8116.68
516,46130.5265
517,17352.6803
518,2020.5523
519,13462.52
520,38282.7495
521,5469.0066
522,18765.87545
523,24671.66334
524,7740.337
525,8603.8234
526,6948.7008
527,2850.68375
528,12129.61415
529,27322.73386
530,3385.39915
531,11881.9696
532,14235.072
533,15817.9857
534,14382.70905
535,18259.216
536,18328.2381
537,6748.5912
538,9283.562
539,43896.3763
540,10338.9316
541,8823.279
542,11253.421
543,7345.7266
544,6186.127
545,4661.28635
546,25081.76784
547,18246.4955
548,19144.57652
549,11488.31695
550,1242.26
551,5012.471
552,2138.0707
553,10594.2257
554,7749.1564
555,7153.5539
556,37607.5277
557,9861.025
558,1526.312
559,24476.47851
560,11244.3769
561,5240.765
562,12644.589
563,10422.91665
564,9411.005
565,6666.243
566,5003.853
567,1877.9294
568,49577.6624
569,14394.5579
570,12495.29085
571,5584.3057
572,3579.8287
573,11070.535
574,14133.03775
575,15828.82173
576,10381.4787
577,1137.011
578,1391.5287
579,8233.0975
580,3392.9768
581,4779.6023
582,10197.7722
583,12890.05765
584,16115.3045
585,2134.9015
586,4337.7352
587,4454.40265
588,8027.968
589,27724.28875
590,9504.3103
591,12485.8009
592,18033.9679
593,43753.33705
594,3260.199
595,44400.4064
596,12609.88702
597,8083.9198
598,5272.1758
599,4076.497
600,37079.372
601,11163.568
602,9910.35985
603,5246.047
604,2104.1134
605,16069.08475
606,20773.62775
607,3167.45585
608,6358.77645
609,1163.4627
610,10791.96
611,10848.1343
612,4237.12655
613,4992.3764
614,12105.32
615,16420.49455
616,14410.9321
617,36189.1017
618,13470.86
619,7726.854
620,11082.5772
621,8569.8618
622,8068.185
623,14449.8544
624,16884.924
625,39983.42595
626,9863.4718
627,8964.06055
628,35147.52848
629,2632.992
630,3857.75925
631,3877.30425
632,8334.45755
633,46661.4424
634,39727.614
635,34779.615
636,11363.2832
637,42760.5022
638,48673.5588
639,21344.8467
640,17043.3414
641,3659.346
642,28868.6639
643,5002.7827
644,10264.4421
645,2155.6815
646,42111.6647
647,12648.7034
648,7201.70085
649,12096.6512
650,4571.41305
651,9288.0267
652,36124.5737
653,6548.19505
654,16450.8947
655,9778.3472
656,1832.094
657,40419.0191
658,14451.83515
659,4402.233
660,9625.92
661,18608.262
662,7160.094
663,2585.269
664,2020.177
665,8965.79575
666,21984.47061
667,2457.21115
668,11657.7189
669,24603.04837
670,42112.2356
671,10976.24575
672,2459.7201
673,3704.3545
674,21259.37795
675,9487.6442
676,2221.56445
677,43813.8661
678,7358.17565
679,44641.1974
680,4466.6214
681,11987.1682
682,2689.4954
683,36021.0112
684,3481.868
685,9748.9106
686,10072.05505
687,8232.6388
688,28950.4692
689,11289.10925
690,16085.1275
691,30063.58055
692,46151.1245
693,4686.3887
694,21774.32215
695,12032.326
696,4133.64165
697,5979.731
698,10928.849
699,10043.249
700,4463.2051
701,9800.8882
702,1628.4709
703,4646.759
704,10704.47
705,2904.088
706,12925.886
707,58571.07448
708,9414.92
709,17081.08
710,33750.2918
711,10325.206
712,10959.6947
713,11264.541
714,2480.9791
715,21659.9301
716,14119.62
717,19798.05455
718,3577.999
719,2045.68525
720,38344.566
721,7281.5056
722,22218.1149
723,24106.91255
724,39047.285
725,1977.815
726,27117.99378
727,12029.2867
728,6289.7549
729,38711.0
730,19594.80965
731,8539.671
732,37829.7242
733,9620.3307
734,12404.8791
735,5209.57885
736,19964.7463
737,6373.55735
738,13887.204
739,13981.85035
740,19442.3535
741,2207.69745
742,3866.8552
743,22331.5668
744,4357.04365
745,13725.47184
746,11931.12525
747,13607.36875
748,9264.797
749,4753.6368
750,14474.675
751,20878.78443
752,23288.9284
753,5708.867
754,34672.1472
755,26926.5144
756,8551.347
757,6986.697
758,7624.63
759,2438.0552
760,5974.3847
761,13831.1152
762,37484.4493
763,9875.6804
764,8125.7845
765,2709.24395
766,11090.7178
767,1712.227
768,10156.7832
769,13390.559
770,13844.7972
771,6059.173
772,11674.13
773,5152.134
774,12142.5786
775,5989.52365
776,5615.369
777,4762.329
778,1875.344
779,11394.06555
780,2250.8352
781,13126.67745
782,5926.846
783,12741.16745
784,6849.026
785,7162.0122
786,55135.40209
787,4438.2634
788,3861.20965
789,9549.5651
790,5478.0368
791,11286.5387
792,9850.432
793,11165.41765
794,9101.798
795,8527.532
796,31620.00106
797,8252.2843
798,8823.98575
799,29330.98315
800,2497.0383
801,7046.7222
802,48549.17835
803,10096.97
804,4234.927
805,12146.971
806,4719.73655
807,47462.894
808,39725.51805
809,21797.0004
810,1242.816
811,9877.6077
812,21348.706
813,19539.243
814,10965.446
815,4527.18295
816,2396.0959
817,11365.952
818,3558.62025
819,5028.1466
820,2331.519
821,20234.85475
822,23306.547
823,41949.2441
824,9144.565
825,15555.18875
826,8211.1002
827,47269.854
828,5729.0053
829,3309.7926
830,12638.195
831,6313.759
832,46113.511
833,11305.93455
834,7518.02535
835,1727.54
836,2464.6188
837,4747.0529
838,11842.62375
839,19719.6947
840,8334.5896
841,3292.52985
842,17663.1442
843,21082.16
844,11455.28
845,18955.22017
846,10564.8845
847,40720.55105
848,25309.489
849,38792.6856
850,3044.2133
851,8671.19125
852,6455.86265
853,1815.8759
854,2719.27975
855,18963.17192
856,4795.6568
857,6082.405
858,4922.9159
859,1261.442
860,23563.01618
861,13555.0049
862,8516.829
863,3172.018
864,15612.19335
865,7050.642
866,1727.785
867,10141.1362
868,13770.0979
869,24180.9335
870,34828.654
871,14349.8544
872,6600.361
873,13352.0998
874,19023.26
875,14901.5167
876,18804.7524
877,19496.71917
878,26140.3603
879,19361.9988
880,5245.2269
881,21978.6769
882,11946.6259
883,2136.88225
884,11538.421
885,19933.458
886,1702.4553
887,2680.9493
888,1136.3994
889,6198.7518
890,34617.84065
891,3537.703
892,12094.478
893,5373.36425
894,12224.35085
895,16657.71745
896,9541.69555
897,42211.1382
898,22462.04375
899,6710.1919
900,24915.22085
901,9704.66805
902,6389.37785
903,6203.90175
904,10355.641
905,11013.7119
906,9583.8933
907,5630.45785
908,11881.358
909,4830.63
910,2741.948
911,20984.0936
912,2523.1695
913,4949.7587
914,8428.0693
915,11482.63485
916,14256.1928
917,2201.0971
918,1705.6245
919,10600.5483
920,13470.8044
921,6185.3208
922,7954.517
923,27218.43725
924,41999.52
925,14001.1338
926,19673.33573
927,1842.519
928,25333.33284
929,23887.6627
930,29186.48236
931,27533.9129
932,11945.1327
933,7441.501
934,8798.593
935,2166.732
936,3062.50825
937,8627.5411
938,11566.30055
939,11735.87905
940,7512.267
941,25678.77845
942,3161.454
943,16297.846
944,47291.055
945,10806.839
946,24915.04626
947,9432.9253
948,48885.13561
949,26109.32905
950,6393.60345
951,9715.841
952,28476.73499
953,40941.2854
954,36910.60803
955,4687.797
956,20420.60465
957,4151.0287
958,27941.28758
959,27808.7251
960,5966.8874
961,5757.41345
962,43578.9394
963,5934.3798
964,1981.5819
965,7050.0213
966,5855.9025
967,7045.499
968,9386.1613
969,2494.022
970,6610.1097
971,11093.6229
972,44585.45587
973,5709.1644
974,39556.4945
975,14007.222
976,6238.298
977,22412.6485
978,38126.2465
979,12815.44495
980,37701.8768
981,6474.013
982,3847.674
983,13415.0381
984,5846.9176
985,8871.1517
986,35069.37452
987,8116.26885
988,1759.338
989,30284.64294
990,2842.76075
991,43921.1837
992,6593.5083
993,5693.4305
994,4827.90495
995,9193.8385
996,36085.219
997,17496.306
998,12231.6136
999,1252.407
1000,20009.63365
1001,1241.565
1002,4529.477
1003,18223.4512
1004,13129.60345
1005,2527.81865
1006,7228.21565
1007,3208.787
1008,13974.45555
1009,26467.09737
1010,7261.741
1011,2866.091
1012,37133.8982
1013,39836.519
1014,7173.35995
1015,15170.069
1016,6571.544
1017,14988.432
1018,10942.13205
1019,8988.15875
1020,23082.95533
1021,9869.8102
1022,6338.0756
1023,20277.80751
1024,34303.1672
1025,5400.9805
1026,1682.597
1027,62592.87309
1028,8978.1851
1029,3176.8159
1030,13822.803
1031,9617.66245
1032,7985.815
1033,2102.2647
1034,7133.9025
1035,32734.1863
1036,2103.08
1037,2775.19215
1038,38415.474
1039,2585.85065
1040,11763.0009
1041,7222.78625
1042,7789.635
1043,29523.1656
1044,2457.502
1045,63770.42801
1046,10231.4999
1047,12949.1554
1048,40273.6455
1049,7147.4728
1050,2727.3951
1051,2639.0429
1052,22478.6
1053,14394.39815
1054,4719.52405
1055,11272.33139
1056,8733.22925
1057,15820.699
1058,37270.1512
1059,5910.944
1060,5031.26955
1061,7804.1605
1062,30259.99556
1063,7448.40395
1064,11741.726
1065,45008.9555
1066,8825.086
1067,10601.63225
1068,2855.43755
1069,11073.176
1070,3972.9247
1071,5375.038
1072,34838.873
1073,1633.0444
1074,11299.343
1075,33471.97189
1076,2150.469
1077,13747.87235
1078,3070.8087
1079,7160.3303
1080,5415.6612
1081,1646.4297
1082,4766.022
